DIA_TRANSPORTE,"AMBA","MOTIVO_ATSF","GENERO","TIPO_TRANSPORTE",CANT_TRJ,"DATO_PRELIMINAR"
2024-08-19,"NO","MONOTRIBUTO SOCIAL","M","TREN",5,"NO"
2024-08-19,"NO","MONOTRIBUTO SOCIAL","X","COLECTIVO",1,"NO"
2024-08-19,"NO","MONOTRIBUTO SOCIAL","X","LANCHA",0,"NO"
2024-08-19,"NO","MONOTRIBUTO SOCIAL","X","SUBTE",0,"NO"
2024-08-19,"NO","MONOTRIBUTO SOCIAL","X","TOTAL",1,"NO"
2024-08-19,"NO","MONOTRIBUTO SOCIAL","X","TREN",0,"NO"
2024-08-19,"NO","OTRO","F","COLECTIVO",13494,"NO"
2024-08-19,"NO","OTRO","F","LANCHA",13,"NO"
2024-08-19,"NO","OTRO","F","SUBTE",0,"NO"
2024-08-19,"NO","OTRO","F","TOTAL",13507,"NO"
2024-08-19,"NO","OTRO","F","TREN",5,"NO"
2024-08-19,"NO","OTRO","M","COLECTIVO",6969,"NO"
2024-08-19,"NO","OTRO","M","LANCHA",9,"NO"
2024-08-19,"NO","OTRO","M","SUBTE",0,"NO"
2024-08-19,"NO","OTRO","M","TOTAL",6980,"NO"
2024-08-19,"NO","OTRO","M","TREN",4,"NO"
2024-08-19,"NO","PENSION","F","COLECTIVO",50251,"NO"
2024-08-19,"NO","PENSION","F","LANCHA",18,"NO"
2024-08-19,"NO","PENSION","F","SUBTE",0,"NO"
2024-08-19,"NO","PENSION","F","TOTAL",50276,"NO"
2024-08-19,"NO","PENSION","F","TREN",13,"NO"
2024-08-19,"NO","PENSION","M","COLECTIVO",28222,"NO"
2024-08-19,"NO","PENSION","M","LANCHA",16,"NO"
2024-08-19,"NO","PENSION","M","SUBTE",0,"NO"
2024-08-19,"NO","PENSION","M","TOTAL",28241,"NO"
2024-08-19,"NO","PENSION","M","TREN",15,"NO"
2024-08-19,"NO","PENSION","X","COLECTIVO",1,"NO"
2024-08-19,"NO","PENSION","X","LANCHA",0,"NO"
2024-08-19,"NO","PENSION","X","SUBTE",0,"NO"
2024-08-19,"NO","PENSION","X","TOTAL",1,"NO"
2024-08-19,"NO","PENSION","X","TREN",0,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",39960,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",35,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",40002,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",20,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",306,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",10,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",316,"NO"
2024-08-19,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2024-08-19,"NO","PROGRESAR","F","COLECTIVO",48146,"NO"
2024-08-19,"NO","PROGRESAR","F","LANCHA",16,"NO"
2024-08-19,"NO","PROGRESAR","F","SUBTE",0,"NO"
2024-08-19,"NO","PROGRESAR","F","TOTAL",48165,"NO"
2024-08-19,"NO","PROGRESAR","F","TREN",4,"NO"
2024-08-19,"NO","PROGRESAR","M","COLECTIVO",25088,"NO"
2024-08-19,"NO","PROGRESAR","M","LANCHA",3,"NO"
2024-08-19,"NO","PROGRESAR","M","SUBTE",0,"NO"
2024-08-19,"NO","PROGRESAR","M","TOTAL",25092,"NO"
2024-08-19,"NO","PROGRESAR","M","TREN",5,"NO"
2024-08-19,"NO","PROGRESAR","X","COLECTIVO",2,"NO"
2024-08-19,"NO","PROGRESAR","X","LANCHA",0,"NO"
2024-08-19,"NO","PROGRESAR","X","SUBTE",0,"NO"
2024-08-19,"NO","PROGRESAR","X","TOTAL",2,"NO"
2024-08-19,"NO","PROGRESAR","X","TREN",0,"NO"
2024-08-19,"SI",,,"COLECTIVO",247709,"NO"
2024-08-19,"SI",,,"LANCHA",0,"NO"
2024-08-19,"SI",,,"SUBTE",49720,"NO"
2024-08-19,"SI",,,"TOTAL",291079,"NO"
2024-08-19,"SI",,,"TREN",38948,"NO"
2024-08-19,"SI",,"F","COLECTIVO",1153018,"NO"
2024-08-19,"SI",,"F","LANCHA",0,"NO"
2024-08-19,"SI",,"F","SUBTE",158957,"NO"
2024-08-19,"SI",,"F","TOTAL",1246001,"NO"
2024-08-19,"SI",,"F","TREN",198296,"NO"
2024-08-19,"SI",,"M","COLECTIVO",1009356,"NO"
2024-08-19,"SI",,"M","LANCHA",0,"NO"
2024-08-19,"SI",,"M","SUBTE",154795,"NO"
2024-08-19,"SI",,"M","TOTAL",1111846,"NO"
2024-08-19,"SI",,"M","TREN",227964,"NO"
2024-08-19,"SI",,"X","COLECTIVO",130,"NO"
2024-08-19,"SI",,"X","LANCHA",0,"NO"
2024-08-19,"SI",,"X","SUBTE",43,"NO"
2024-08-19,"SI",,"X","TOTAL",159,"NO"
2024-08-19,"SI",,"X","TREN",23,"NO"
2024-08-19,"SI","AUH","F","COLECTIVO",246161,"NO"
2024-08-19,"SI","AUH","F","LANCHA",0,"NO"
2024-08-19,"SI","AUH","F","SUBTE",9963,"NO"
2024-08-19,"SI","AUH","F","TOTAL",251237,"NO"
2024-08-19,"SI","AUH","F","TREN",44856,"NO"
2024-08-19,"SI","AUH","M","COLECTIVO",7620,"NO"
2024-08-19,"SI","AUH","M","LANCHA",0,"NO"
2024-08-19,"SI","AUH","M","SUBTE",415,"NO"
2024-08-19,"SI","AUH","M","TOTAL",7846,"NO"
2024-08-19,"SI","AUH","M","TREN",1677,"NO"
2024-08-19,"SI","AUH","X","COLECTIVO",2,"NO"
2024-08-19,"SI","AUH","X","LANCHA",0,"NO"
2024-08-19,"SI","AUH","X","SUBTE",0,"NO"
2024-08-19,"SI","AUH","X","TOTAL",2,"NO"
2024-08-19,"SI","AUH","X","TREN",0,"NO"
2024-08-19,"SI","JUBILACION","F","COLECTIVO",286279,"NO"
2024-08-19,"SI","JUBILACION","F","LANCHA",0,"NO"
2024-08-19,"SI","JUBILACION","F","SUBTE",20096,"NO"
2024-08-19,"SI","JUBILACION","F","TOTAL",296955,"NO"
2024-08-19,"SI","JUBILACION","F","TREN",36583,"NO"
2024-08-19,"SI","JUBILACION","M","COLECTIVO",127130,"NO"
2024-08-19,"SI","JUBILACION","M","LANCHA",0,"NO"
2024-08-19,"SI","JUBILACION","M","SUBTE",10973,"NO"
2024-08-19,"SI","JUBILACION","M","TOTAL",133433,"NO"
2024-08-19,"SI","JUBILACION","M","TREN",19432,"NO"
2024-08-19,"SI","JUBILACION","X","COLECTIVO",4,"NO"
2024-08-19,"SI","JUBILACION","X","LANCHA",0,"NO"
2024-08-19,"SI","JUBILACION","X","SUBTE",0,"NO"
2024-08-19,"SI","JUBILACION","X","TOTAL",4,"NO"
2024-08-19,"SI","JUBILACION","X","TREN",0,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",59373,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",3569,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",60936,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","F","TREN",11920,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",34553,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",2417,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",35844,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","M","TREN",8305,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","X","COLECTIVO",1,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","X","LANCHA",0,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","X","SUBTE",0,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","X","TOTAL",1,"NO"
2024-08-19,"SI","MONOTRIBUTO SOCIAL","X","TREN",0,"NO"
2024-08-19,"SI","OTRO","F","COLECTIVO",42057,"NO"
2024-08-19,"SI","OTRO","F","LANCHA",0,"NO"
2024-08-19,"SI","OTRO","F","SUBTE",2531,"NO"
2024-08-19,"SI","OTRO","F","TOTAL",43174,"NO"
2024-08-19,"SI","OTRO","F","TREN",7944,"NO"
2024-08-19,"SI","OTRO","M","COLECTIVO",27137,"NO"
2024-08-19,"SI","OTRO","M","LANCHA",0,"NO"
2024-08-19,"SI","OTRO","M","SUBTE",1814,"NO"
2024-08-19,"SI","OTRO","M","TOTAL",28204,"NO"
2024-08-19,"SI","OTRO","M","TREN",6055,"NO"
2024-08-19,"SI","OTRO","X","COLECTIVO",2,"NO"
2024-08-19,"SI","OTRO","X","LANCHA",0,"NO"
2024-08-19,"SI","OTRO","X","SUBTE",0,"NO"
2024-08-19,"SI","OTRO","X","TOTAL",2,"NO"
2024-08-19,"SI","OTRO","X","TREN",0,"NO"
2024-08-19,"SI","PENSION","F","COLECTIVO",81113,"NO"
2024-08-19,"SI","PENSION","F","LANCHA",0,"NO"
2024-08-19,"SI","PENSION","F","SUBTE",4826,"NO"
2024-08-19,"SI","PENSION","F","TOTAL",83467,"NO"
2024-08-19,"SI","PENSION","F","TREN",14797,"NO"
2024-08-19,"SI","PENSION","M","COLECTIVO",39502,"NO"
2024-08-19,"SI","PENSION","M","LANCHA",0,"NO"
2024-08-19,"SI","PENSION","M","SUBTE",2557,"NO"
2024-08-19,"SI","PENSION","M","TOTAL",40889,"NO"
2024-08-19,"SI","PENSION","M","TREN",7568,"NO"
2024-08-19,"SI","PENSION","X","COLECTIVO",3,"NO"
2024-08-19,"SI","PENSION","X","LANCHA",0,"NO"
2024-08-19,"SI","PENSION","X","SUBTE",0,"NO"
2024-08-19,"SI","PENSION","X","TOTAL",3,"NO"
2024-08-19,"SI","PENSION","X","TREN",1,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",129032,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",9956,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",132121,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",33883,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",1275,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",0,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",116,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",1339,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",355,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","COLECTIVO",1,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","LANCHA",0,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","SUBTE",0,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","TOTAL",1,"NO"
2024-08-19,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","X","TREN",1,"NO"
2024-08-19,"SI","PROGRESAR","F","COLECTIVO",79837,"NO"
2024-08-19,"SI","PROGRESAR","F","LANCHA",0,"NO"
2024-08-19,"SI","PROGRESAR","F","SUBTE",4760,"NO"
2024-08-19,"SI","PROGRESAR","F","TOTAL",81949,"NO"
2024-08-19,"SI","PROGRESAR","F","TREN",14406,"NO"
2024-08-19,"SI","PROGRESAR","M","COLECTIVO",38428,"NO"
2024-08-19,"SI","PROGRESAR","M","LANCHA",0,"NO"
2024-08-19,"SI","PROGRESAR","M","SUBTE",2197,"NO"
2024-08-19,"SI","PROGRESAR","M","TOTAL",39634,"NO"
2024-08-19,"SI","PROGRESAR","M","TREN",6226,"NO"
2024-08-19,"SI","PROGRESAR","X","COLECTIVO",6,"NO"
2024-08-19,"SI","PROGRESAR","X","LANCHA",0,"NO"
2024-08-19,"SI","PROGRESAR","X","SUBTE",1,"NO"
2024-08-19,"SI","PROGRESAR","X","TOTAL",6,"NO"
2024-08-19,"SI","PROGRESAR","X","TREN",1,"NO"
2024-08-20,"NO",,,"COLECTIVO",165623,"NO"
2024-08-20,"NO",,,"LANCHA",3,"NO"
2024-08-20,"NO",,,"SUBTE",0,"NO"
2024-08-20,"NO",,,"TOTAL",165710,"NO"
2024-08-20,"NO",,,"TREN",145,"NO"
2024-08-20,"NO",,"F","COLECTIVO",394020,"NO"
2024-08-20,"NO",,"F","LANCHA",171,"NO"
2024-08-20,"NO",,"F","SUBTE",0,"NO"
2024-08-20,"NO",,"F","TOTAL",394293,"NO"
2024-08-20,"NO",,"F","TREN",209,"NO"
2024-08-20,"NO",,"M","COLECTIVO",286018,"NO"
2024-08-20,"NO",,"M","LANCHA",230,"NO"
2024-08-20,"NO",,"M","SUBTE",0,"NO"
2024-08-20,"NO",,"M","TOTAL",286365,"NO"
2024-08-20,"NO",,"M","TREN",207,"NO"
2024-08-20,"NO",,"X","COLECTIVO",38,"NO"
2024-08-20,"NO",,"X","LANCHA",0,"NO"
2024-08-20,"NO",,"X","SUBTE",0,"NO"
2024-08-20,"NO",,"X","TOTAL",38,"NO"
2024-08-20,"NO",,"X","TREN",0,"NO"
2024-08-20,"NO","AUH","F","COLECTIVO",92301,"NO"
2024-08-20,"NO","AUH","F","LANCHA",56,"NO"
2024-08-20,"NO","AUH","F","SUBTE",0,"NO"
2024-08-20,"NO","AUH","F","TOTAL",92361,"NO"
2024-08-20,"NO","AUH","F","TREN",12,"NO"
2024-08-20,"NO","AUH","M","COLECTIVO",1893,"NO"
2024-08-20,"NO","AUH","M","LANCHA",6,"NO"
2024-08-20,"NO","AUH","M","SUBTE",0,"NO"
2024-08-20,"NO","AUH","M","TOTAL",1899,"NO"
2024-08-20,"NO","AUH","M","TREN",0,"NO"
2024-08-20,"NO","JUBILACION","F","COLECTIVO",113162,"NO"
2024-08-20,"NO","JUBILACION","F","LANCHA",35,"NO"
2024-08-20,"NO","JUBILACION","F","SUBTE",0,"NO"
2024-08-20,"NO","JUBILACION","F","TOTAL",113209,"NO"
2024-08-20,"NO","JUBILACION","F","TREN",23,"NO"
2024-08-20,"NO","JUBILACION","M","COLECTIVO",51474,"NO"
2024-08-20,"NO","JUBILACION","M","LANCHA",32,"NO"
2024-08-20,"NO","JUBILACION","M","SUBTE",0,"NO"
2024-08-20,"NO","JUBILACION","M","TOTAL",51521,"NO"
2024-08-20,"NO","JUBILACION","M","TREN",36,"NO"
2024-08-20,"NO","JUBILACION","X","COLECTIVO",1,"NO"
2024-08-20,"NO","JUBILACION","X","LANCHA",0,"NO"
2024-08-20,"NO","JUBILACION","X","SUBTE",0,"NO"
2024-08-20,"NO","JUBILACION","X","TOTAL",1,"NO"
2024-08-20,"NO","JUBILACION","X","TREN",0,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","F","COLECTIVO",15184,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","F","LANCHA",10,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","F","SUBTE",0,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","F","TOTAL",15195,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","F","TREN",3,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","M","COLECTIVO",7117,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","M","LANCHA",6,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","M","SUBTE",0,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","M","TOTAL",7125,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","M","TREN",5,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","X","COLECTIVO",2,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","X","LANCHA",0,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","X","SUBTE",0,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","X","TOTAL",2,"NO"
2024-08-20,"NO","MONOTRIBUTO SOCIAL","X","TREN",0,"NO"
2024-08-20,"NO","OTRO","F","COLECTIVO",13709,"NO"
2024-08-20,"NO","OTRO","F","LANCHA",8,"NO"
2024-08-20,"NO","OTRO","F","SUBTE",0,"NO"
2024-08-20,"NO","OTRO","F","TOTAL",13718,"NO"
2024-08-20,"NO","OTRO","F","TREN",4,"NO"
2024-08-20,"NO","OTRO","M","COLECTIVO",7180,"NO"
2024-08-20,"NO","OTRO","M","LANCHA",1,"NO"
2024-08-20,"NO","OTRO","M","SUBTE",0,"NO"
2024-08-20,"NO","OTRO","M","TOTAL",7182,"NO"
2024-08-20,"NO","OTRO","M","TREN",2,"NO"
2024-08-20,"NO","OTRO","X","COLECTIVO",2,"NO"
2024-08-20,"NO","OTRO","X","LANCHA",0,"NO"
2024-08-20,"NO","OTRO","X","SUBTE",0,"NO"
2024-08-20,"NO","OTRO","X","TOTAL",2,"NO"
2024-08-20,"NO","OTRO","X","TREN",0,"NO"
2024-08-20,"NO","PENSION","F","COLECTIVO",50064,"NO"
2024-08-20,"NO","PENSION","F","LANCHA",10,"NO"
2024-08-20,"NO","PENSION","F","SUBTE",0,"NO"
2024-08-20,"NO","PENSION","F","TOTAL",50075,"NO"
2024-08-20,"NO","PENSION","F","TREN",7,"NO"
2024-08-20,"NO","PENSION","M","COLECTIVO",28388,"NO"
2024-08-20,"NO","PENSION","M","LANCHA",13,"NO"
2024-08-20,"NO","PENSION","M","SUBTE",0,"NO"
2024-08-20,"NO","PENSION","M","TOTAL",28402,"NO"
2024-08-20,"NO","PENSION","M","TREN",4,"NO"
2024-08-20,"NO","PENSION","X","COLECTIVO",1,"NO"
2024-08-20,"NO","PENSION","X","LANCHA",0,"NO"
2024-08-20,"NO","PENSION","X","SUBTE",0,"NO"
2024-08-20,"NO","PENSION","X","TOTAL",1,"NO"
2024-08-20,"NO","PENSION","X","TREN",0,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",39771,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",28,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",0,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",39803,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",11,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",298,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","LANCHA",8,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","SUBTE",0,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TOTAL",306,"NO"
2024-08-20,"NO","PERSONAL DEL TRABAJO DOMÉSTICO","M","TREN",0,"NO"
2024-08-20,"NO","PROGRESAR","F","COLECTIVO",46872,"NO"
2024-08-20,"NO","PROGRESAR","F","LANCHA",4,"NO"
2024-08-20,"NO","PROGRESAR","F","SUBTE",0,"NO"
2024-08-20,"NO","PROGRESAR","F","TOTAL",46878,"NO"
2024-08-20,"NO","PROGRESAR","F","TREN",2,"NO"
2024-08-20,"NO","PROGRESAR","M","COLECTIVO",24784,"NO"
2024-08-20,"NO","PROGRESAR","M","LANCHA",1,"NO"
2024-08-20,"NO","PROGRESAR","M","SUBTE",0,"NO"
2024-08-20,"NO","PROGRESAR","M","TOTAL",24785,"NO"
2024-08-20,"NO","PROGRESAR","M","TREN",3,"NO"
2024-08-20,"NO","PROGRESAR","X","COLECTIVO",1,"NO"
2024-08-20,"NO","PROGRESAR","X","LANCHA",0,"NO"
2024-08-20,"NO","PROGRESAR","X","SUBTE",0,"NO"
2024-08-20,"NO","PROGRESAR","X","TOTAL",1,"NO"
2024-08-20,"NO","PROGRESAR","X","TREN",0,"NO"
2024-08-20,"SI",,,"COLECTIVO",251393,"NO"
2024-08-20,"SI",,,"LANCHA",0,"NO"
2024-08-20,"SI",,,"SUBTE",50685,"NO"
2024-08-20,"SI",,,"TOTAL",295507,"NO"
2024-08-20,"SI",,,"TREN",37529,"NO"
2024-08-20,"SI",,"F","COLECTIVO",1138837,"NO"
2024-08-20,"SI",,"F","LANCHA",0,"NO"
2024-08-20,"SI",,"F","SUBTE",157167,"NO"
2024-08-20,"SI",,"F","TOTAL",1231263,"NO"
2024-08-20,"SI",,"F","TREN",185745,"NO"
2024-08-20,"SI",,"M","COLECTIVO",1010385,"NO"
2024-08-20,"SI",,"M","LANCHA",0,"NO"
2024-08-20,"SI",,"M","SUBTE",155807,"NO"
2024-08-20,"SI",,"M","TOTAL",1113323,"NO"
2024-08-20,"SI",,"M","TREN",222899,"NO"
2024-08-20,"SI",,"X","COLECTIVO",120,"NO"
2024-08-20,"SI",,"X","LANCHA",0,"NO"
2024-08-20,"SI",,"X","SUBTE",37,"NO"
2024-08-20,"SI",,"X","TOTAL",148,"NO"
2024-08-20,"SI",,"X","TREN",14,"NO"
2024-08-20,"SI","AUH","F","COLECTIVO",257089,"NO"
2024-08-20,"SI","AUH","F","LANCHA",0,"NO"
2024-08-20,"SI","AUH","F","SUBTE",10175,"NO"
2024-08-20,"SI","AUH","F","TOTAL",262101,"NO"
2024-08-20,"SI","AUH","F","TREN",45375,"NO"
2024-08-20,"SI","AUH","M","COLECTIVO",8063,"NO"
2024-08-20,"SI","AUH","M","LANCHA",0,"NO"
2024-08-20,"SI","AUH","M","SUBTE",380,"NO"
2024-08-20,"SI","AUH","M","TOTAL",8301,"NO"
2024-08-20,"SI","AUH","M","TREN",1718,"NO"
2024-08-20,"SI","AUH","X","COLECTIVO",1,"NO"
2024-08-20,"SI","AUH","X","LANCHA",0,"NO"
2024-08-20,"SI","AUH","X","SUBTE",0,"NO"
2024-08-20,"SI","AUH","X","TOTAL",1,"NO"
2024-08-20,"SI","AUH","X","TREN",0,"NO"
2024-08-20,"SI","JUBILACION","F","COLECTIVO",286632,"NO"
2024-08-20,"SI","JUBILACION","F","LANCHA",0,"NO"
2024-08-20,"SI","JUBILACION","F","SUBTE",20236,"NO"
2024-08-20,"SI","JUBILACION","F","TOTAL",297316,"NO"
2024-08-20,"SI","JUBILACION","F","TREN",35364,"NO"
2024-08-20,"SI","JUBILACION","M","COLECTIVO",127111,"NO"
2024-08-20,"SI","JUBILACION","M","LANCHA",0,"NO"
2024-08-20,"SI","JUBILACION","M","SUBTE",11171,"NO"
2024-08-20,"SI","JUBILACION","M","TOTAL",133388,"NO"
2024-08-20,"SI","JUBILACION","M","TREN",18936,"NO"
2024-08-20,"SI","JUBILACION","X","COLECTIVO",3,"NO"
2024-08-20,"SI","JUBILACION","X","LANCHA",0,"NO"
2024-08-20,"SI","JUBILACION","X","SUBTE",0,"NO"
2024-08-20,"SI","JUBILACION","X","TOTAL",3,"NO"
2024-08-20,"SI","JUBILACION","X","TREN",1,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","F","COLECTIVO",60299,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","F","LANCHA",0,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","F","SUBTE",3554,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","F","TOTAL",61817,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","F","TREN",11595,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","M","COLECTIVO",35511,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","M","LANCHA",0,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","M","SUBTE",2424,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","M","TOTAL",36816,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","M","TREN",8427,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","X","COLECTIVO",1,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","X","LANCHA",0,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","X","SUBTE",0,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","X","TOTAL",1,"NO"
2024-08-20,"SI","MONOTRIBUTO SOCIAL","X","TREN",0,"NO"
2024-08-20,"SI","OTRO","F","COLECTIVO",42274,"NO"
2024-08-20,"SI","OTRO","F","LANCHA",0,"NO"
2024-08-20,"SI","OTRO","F","SUBTE",2391,"NO"
2024-08-20,"SI","OTRO","F","TOTAL",43382,"NO"
2024-08-20,"SI","OTRO","F","TREN",7665,"NO"
2024-08-20,"SI","OTRO","M","COLECTIVO",27497,"NO"
2024-08-20,"SI","OTRO","M","LANCHA",0,"NO"
2024-08-20,"SI","OTRO","M","SUBTE",1843,"NO"
2024-08-20,"SI","OTRO","M","TOTAL",28525,"NO"
2024-08-20,"SI","OTRO","M","TREN",6027,"NO"
2024-08-20,"SI","OTRO","X","COLECTIVO",3,"NO"
2024-08-20,"SI","OTRO","X","LANCHA",0,"NO"
2024-08-20,"SI","OTRO","X","SUBTE",0,"NO"
2024-08-20,"SI","OTRO","X","TOTAL",4,"NO"
2024-08-20,"SI","OTRO","X","TREN",1,"NO"
2024-08-20,"SI","PENSION","F","COLECTIVO",81695,"NO"
2024-08-20,"SI","PENSION","F","LANCHA",0,"NO"
2024-08-20,"SI","PENSION","F","SUBTE",4679,"NO"
2024-08-20,"SI","PENSION","F","TOTAL",84025,"NO"
2024-08-20,"SI","PENSION","F","TREN",14461,"NO"
2024-08-20,"SI","PENSION","M","COLECTIVO",39728,"NO"
2024-08-20,"SI","PENSION","M","LANCHA",0,"NO"
2024-08-20,"SI","PENSION","M","SUBTE",2527,"NO"
2024-08-20,"SI","PENSION","M","TOTAL",41106,"NO"
2024-08-20,"SI","PENSION","M","TREN",7530,"NO"
2024-08-20,"SI","PENSION","X","COLECTIVO",2,"NO"
2024-08-20,"SI","PENSION","X","LANCHA",0,"NO"
2024-08-20,"SI","PENSION","X","SUBTE",0,"NO"
2024-08-20,"SI","PENSION","X","TOTAL",2,"NO"
2024-08-20,"SI","PENSION","X","TREN",0,"NO"
2024-08-20,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","COLECTIVO",122674,"NO"
2024-08-20,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","LANCHA",0,"NO"
2024-08-20,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","SUBTE",9293,"NO"
2024-08-20,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TOTAL",125505,"NO"
2024-08-20,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","F","TREN",30607,"NO"
2024-08-20,"SI","PERSONAL DEL TRABAJO DOMÉSTICO","M","COLECTIVO",1210,"NO"
